1028,AOAMBG,Cazón fileteado,33,gr,33,33,43,6.9,1.5,0.0,ND,23.1,ND,ND,ND,ND,ND,ND,ND,16.7,ND,ND,ND,11.3,12.0,ND,ND,0.3,26.0
1029,AOAMBG,Cecina,25,gr,25,25,40,6.0,1.6,0.2,ND,0.6,ND,ND,ND,ND,ND,ND,ND,17.5,ND,ND,ND,8.8,4.7,ND,ND,1.1,275.0
1030,AOAMBG,Cecina enchilada,25,gr,25,25,40,6.0,1.6,0.2,ND,0.6,ND,ND,ND,ND,ND,ND,ND,17.5,ND,ND,ND,8.8,7.1,ND,ND,1.1,275.0
1031,AOAMBG,Chambarete,35,gr,35,33,42,6.8,1.6,0.0,ND,46.2,ND,ND,ND,ND,ND,ND,ND,15.6,ND,ND,ND,3.0,6.6,ND,ND,0.6,20.0
1032,AOAMBG,Chambarete de res,35,gr,35,33,42,6.8,1.6,0.0,ND,46.2,ND,ND,ND,ND,ND,ND,ND,15.6,ND,ND,ND,3.0,6.6,ND,ND,0.6,20.0
1033,AOAMBG,Charales frescos,30,gr,30,27,43,6.8,1.6,0.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,637.2,3.8,ND,ND,ND,ND
1034,AOAMBG,Charales secos,15,gr,15,12,38,8.2,0.5,0.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,480.6,3.4,ND,ND,ND,ND
1035,AOAMBG,Cherna,70,gr,70,38,32,7.3,0.3,0.0,ND,18.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.6,5.3,ND,ND,ND,ND
1036,AOAMBG,Chipirón (calamar) crudo,45,gr,45,45,41,7.0,0.6,1.4,ND,4.5,ND,ND,ND,ND,ND,ND,ND,104.6,ND,ND,ND,14.3,20.2,ND,ND,0.3,19.6
1037,AOAMBG,Chuleta ahumada,1/2,pieza,40,34,34,6.1,1.0,0.1,ND,0.0,ND,ND,ND,ND,ND,ND,ND,17.7,ND,ND,ND,3,9.7,ND,ND,0.4,456.8
1038,AOAMBG,Clara de huevo,2,pieza,66,66,32,7.2,0.1,0.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND,ND,4.6,13.2,ND,ND,0.1,109.6
1039,AOAMBG,Clara de huevo en polvo,1 1/2,cucharada,10,10,38,8.1,0.0,0.8,ND,0.0,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND,ND,6.2,12.5,ND,ND,0.0,158.4
1040,AOAMBG,Corazón de puerco cocido,25,gr,25,25,37,5.9,1.3,0.1,ND,1.7,ND,ND,ND,ND,ND,ND,ND,55.2,ND,ND,ND,1.7,4.6,ND,ND,1.5,8.7
1041,AOAMBG,Corazón de puerco crudo,35,gr,35,35,41,6.0,1.5,0.5,ND,2.8,ND,ND,ND,ND,ND,ND,ND,45.9,ND,ND,ND,1.8,3.6,ND,ND,1.6,19.6
1042,AOAMBG,Corazón de res cocido,25,gr,25,25,41,7.1,1.2,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,53.0,ND,ND,ND,1.3,9.7,ND,ND,1.6,14.8
1043,AOAMBG,Corazón de res crudo,38,gr,38,38,43,6.7,1.5,0.1,ND,0.0,ND,ND,ND,ND,ND,ND,ND,47.1,ND,ND,ND,2.7,8.3,ND,ND,1.6,37.2
1044,AOAMBG,Corazón de ternera cocido,20,gr,20,20,37,5.8,1.4,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,35.2,ND,ND,ND,1.6,10.5,ND,ND,0.9,11.6
1045,AOAMBG,Corazón de ternera crudo,40,gr,40,40,44,6.9,1.6,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,41.6,ND,ND,ND,2.0,13.3,ND,ND,1.7,30.8
1046,AOAMBG,Cuete,45,gr,45,43,41,7.3,1.3,1.3,ND,55.6,ND,ND,ND,ND,ND,ND,ND,20.1,ND,ND,ND,3.8,12.2,ND,ND,0.8,25.7
